Location	Name	Is Boss	Is DLC	ID		Health	dlcClear		Phys	Strike	Slash	Pierce	Magic	Fire	Ltng	Holy		Phys	Strike	Slash	Pierce	Magic	Fire	Ltng	Holy		Poison	Scarlet Rot	Bleed	Frost	Sleep	Madness	Deathblight		Bleed	Frost	Sleep	Madness	HP Burn Effect		Base	Incoming Mult	Effective	Regen Delay		Part 1	Part 2	Part 3	Part 4	Part 5	Part 6	Part 7	Part 8	Weak Part	Parts Damage Type
Capital Outskirts - South of Outer Wall Phantom Tree	Erdtree Guardian	FALSE	FALSE	36500033		477	-		111	111	111	111	111	111	111	111		0	10	-10	0	0	-20	40	40		332	332	241	181	181	Immune	Immune		1	1	1	1	1		55	1	55	4.231		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - South of Outer Wall Phantom Tree	Erdtree Guardian	FALSE	FALSE	36501833		477	-		111	111	111	111	111	111	111	111		0	10	-10	0	0	-20	40	40		332	332	241	181	181	Immune	Immune		1	1	1	1	1		55	1	55	4.231		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - South of Outer Wall Phantom Tree	Goat	FALSE	FALSE	60600033		55	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - South of Outer Wall Phantom Tree	Grey Wolf	FALSE	FALSE	40700033		253	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	-20	-40	-20	-20		181	181	181	332	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - South of Outer Wall Phantom Tree	Hawk	FALSE	FALSE	60010033		27	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - South of Outer Wall Phantom Tree	Leyndell Foot Soldier	FALSE	FALSE	43730033		477	-		111	111	111	111	111	111	111	111		0	0	0	-10	0	0	20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - South of Outer Wall Phantom Tree	Leyndell Foot Soldier	FALSE	FALSE	43737033		477	-		111	111	111	111	111	111	111	111		0	0	0	-10	0	0	20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - South of Outer Wall Phantom Tree	Springhare	FALSE	FALSE	61000033		27	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - South of Outer Wall Phantom Tree	Ulcerated Tree Spirit	FALSE	FALSE	46400033		8,817	-		111	111	111	111	111	111	111	111		0	0	0	0	20	-20	20	40		543	543	543	241	Immune	Immune	Immune		1	1	1	1	1		120	1	120	9.231		1.5	1	1	1	1	1	1	1	1.5	1
Capital Outskirts - Southeast Outer Wall Battleground	Ash Teardrop Scarab	FALSE	FALSE	41912233		133	-		111	111	111	111	111	111	111	111		10	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Commoner (Ghost)	FALSE	FALSE	36608033		341	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Finger Reader Crone	FALSE	FALSE	21601033		2,931	-		111	111	111	111	111	111	111	111		0	0	0	0	0	-20	0	0		241	241	241	241	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Giant Bat	FALSE	FALSE	42000133		409	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	-20	-20	-20	-20		181	181	181	181	43	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Margit, the Fell Omen	FALSE	FALSE	21300033		8,193	-		111	111	111	111	111	111	111	111		0	0	-10	0	0	0	0	40		332	332	332	332	Immune	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43000033		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43001033		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43003033		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43004033		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43005033		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43006233		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southeast Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43006633		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southwest Outer Wall Battleground	Bat Harpy	FALSE	FALSE	42017433		1,599	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	0	0	0	0		241	241	241	241	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southwest Outer Wall Battleground	Dragonfly	FALSE	FALSE	60810033		17	-		100	100	100	100	100	100	100	100		-40	-40	-10	-40	-40	-100	-40	-40		84	84	63	20	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southwest Outer Wall Battleground	Giant Bat	FALSE	FALSE	42000033		409	-		111	111	111	111	111	111	111	111		-10	-10	-40	-10	-20	-20	-20	-20		181	181	181	181	43	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southwest Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43002033		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southwest Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43006033		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Capital Outskirts - Southwest Outer Wall Battleground	Wandering Noble	FALSE	FALSE	43006133		276	-		111	111	111	111	111	111	111	111		-10	-10	-10	-10	-20	-20	-20	0		135	135	181	181	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Cave of the Forlorn	Jellyfish	FALSE	FALSE	41800052		1,533	-		120	120	120	120	120	120	120	120		0	35	0	0	20	20	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Cave of the Forlorn	Jellyfish	FALSE	FALSE	41800152		1,533	-		120	120	120	120	120	120	120	120		0	35	0	0	20	20	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Cave of the Forlorn	Misbegotten Crusader	TRUE	FALSE	34601952		9,130	-		120	120	120	120	120	120	120	120		10	10	0	10	20	0	20	40		367	367	367	367	367	Immune	Immune		0.7	0.7	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Cave of the Forlorn	Rat	FALSE	FALSE	40800052		1,113	-		120	120	120	120	120	120	120	120		-10	-10	-40	-10	-20	-40	-20	-20		367	367	200	267	200	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Cave of the Forlorn	Scaly Misbegotten	FALSE	FALSE	34510052		3,650	-		120	120	120	120	120	120	120	120		0	0	10	-10	0	-20	0	0		267	267	267	267	267	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Cave of the Forlorn	Winged Misbegotten	FALSE	FALSE	34501052		1,320	-		120	120	120	120	120	120	120	120		0	0	0	0	0	-20	0	0		267	267	267	267	267	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Chapel of Anticipation	Finger Maiden	FALSE	FALSE	523380016		1,551	-		100	100	100	100	100	100	100	100		0	0	0	0	0	0	-25	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		100	1	100	7.692		1	1	1	1	1	1	1	1	1.5	0
Chapel of Anticipation	Grafted Scion	TRUE	FALSE	46900008		2,596	-		107	107	107	107	107	107	107	107		0	0	-10	0	20	20	20	20		324	324	235	235	235	Immune	Immune		0.7	0.7	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Cliffbottom Catacombs	Burial Watchdog (Scepter)	TRUE	FALSE	42601920		2,383	-		107	107	107	107	107	107	107	107		35	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1	0
Cliffbottom Catacombs	Omen Monstrosity (Axe)	FALSE	FALSE	21401120		2,043	-		107	107	107	107	107	107	107	107		0	0	-10	0	0	0	0	20		235	235	235	235	235	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Cliffbottom Catacombs	Omen Monstrosity (Curved Sword)	FALSE	FALSE	21400120		2,043	-		107	107	107	107	107	107	107	107		0	0	-10	0	0	0	0	20		235	235	235	235	235	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Coastal Cave	Demi-Human	FALSE	FALSE	41000010		135	-		101	101	101	101	101	101	101	101		-10	-10	-40	-10	-20	-20	-20	-20		169	169	169	226	169	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Coastal Cave	Demi-Human	FALSE	FALSE	41000910		135	-		101	101	101	101	101	101	101	101		-10	-10	-40	-10	-20	-20	-20	-20		169	169	169	226	169	Immune	Immune		0.7	0.7	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Coastal Cave	Demi-Human	FALSE	FALSE	41002010		135	-		101	101	101	101	101	101	101	101		-10	-10	-40	-10	-20	-20	-20	-20		169	169	169	226	169	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Coastal Cave	Demi-Human	FALSE	FALSE	41002910		135	-		101	101	101	101	101	101	101	101		-10	-10	-40	-10	-20	-20	-20	-20		169	169	169	226	169	Immune	Immune		0.7	0.7	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Coastal Cave	Demi-Human Beastman	TRUE	FALSE	41200910		1,218	-		101	101	101	101	101	101	101	101		-10	-10	-40	-10	-20	-20	-20	-20		169	169	226	226	169	Immune	Immune		0.7	0.7	0.7	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Coastal Cave	Demi-Human Shaman	FALSE	FALSE	41109110		0	-		101	101	101	101	101	101	101	101		-10	-10	-40	-10	-20	-20	-20	-20		169	169	169	169	169	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Coastal Cave	Large Demi-Human	FALSE	FALSE	41010010		265	-		101	101	101	101	101	101	101	101		-10	-10	-40	-10	-20	-20	-20	-20		169	169	169	226	169	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Coastal Cave	Old Knight Istvan	FALSE	FALSE	533450010		5,220	-		101	101	101	101	101	101	101	101		0	0	0	0	0	0	-25	0		100	100	100	100	1,007	0	999		1	1	1	1	1		100	1	100	7.692		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Apostate Derelict	Jellyfish	FALSE	FALSE	41800852		1,533	-		120	120	120	120	120	120	120	120		0	35	0	0	20	20	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Apostate Derelict	Latenna the Albinauric	FALSE	FALSE	31709052		3,348	-		120	120	120	120	120	120	120	120		0	10	0	0	20	0	0	-40		Immune	267	367	601	267	Immune	Immune		1	1	1	1	1		50	1	50	3.846		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Apostate Derelict	Phillia, Towering Little Sister	FALSE	FALSE	31710052		3,348	-		120	120	120	120	120	120	120	120		0	10	0	0	20	0	0	-40		Immune	267	367	601	Immune	Immune	Immune		1	1	1	1	1		50	1	50	3.846		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Consecrated Snowfield Catacombs Entrance	Orb of Many Faces	FALSE	FALSE	37300152		4,076	-		120	120	120	120	120	120	120	120		10	10	35	80	80	40	40	20		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Consecrated Snowfield Catacombs Entrance	Wandering Noble	FALSE	FALSE	43007052		584	-		120	120	120	120	120	120	120	120		-10	-10	-10	-10	-20	-20	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - East of Ordina	Albinauric	FALSE	FALSE	34701552		1,698	-		120	120	120	120	120	120	120	120		-10	10	-10	-10	0	20	-20	-40		Immune	367	200	601	200	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - East of Ordina	Albinauric Frog (No Shield)	FALSE	FALSE	34700452		1,698	-		120	120	120	120	120	120	120	120		-10	10	-10	-10	0	20	-20	-40		Immune	367	200	601	200	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - East of Ordina	Erdtree Guardian	FALSE	FALSE	36502052		1,010	-		120	120	120	120	120	120	120	120		0	10	-10	0	0	-20	40	40		601	367	267	200	200	Immune	Immune		1	1	1	1	1		55	1	55	4.231		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - East of Ordina	Stone Huge Teardrop Scarab	FALSE	FALSE	41925052		1,863	-		120	120	120	120	120	120	120	120		10	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - East of Ordina	Stone Large Teardrop Scarab	FALSE	FALSE	41905052		1,464	-		120	120	120	120	120	120	120	120		10	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Far West Cliffside	Goat	FALSE	FALSE	60600052		55	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Far West Cliffside	Goat	FALSE	FALSE	60602052		82	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Far West Cliffside	Hawk	FALSE	FALSE	60010052		27	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Far West Cliffside	Runebear	FALSE	FALSE	46300152		17,771	-		120	120	120	120	120	120	120	120		0	0	-10	0	0	-20	0	0		367	367	601	601	200	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Hidden Path to the Haligtree, Southeast Foggy Area	Crystal Snail	FALSE	FALSE	41404052		866	-		120	120	120	120	120	120	120	120		-10	-40	0	0	40	0	0	0		601	601	Immune	Immune	267	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Hidden Path to the Haligtree, Southeast Foggy Area	Latenna Dialogue	FALSE	FALSE	502280052		1,939	-		100	100	100	100	100	100	100	100		0	0	0	0	0	0	0	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Hidden Path to the Haligtree, Southeast Foggy Area	Stone Teardrop Scarab	FALSE	FALSE	41915052		1,058	-		120	120	120	120	120	120	120	120		10	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Hidden Path to the Haligtree, Southeast Foggy Area	Wandering Noble	FALSE	FALSE	43006152		584	-		120	120	120	120	120	120	120	120		-10	-10	-10	-10	-20	-20	-20	0		150	150	200	200	200	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Hidden Path to the Haligtree, Southeast Foggy Area	Wandering Noble (Ghost)	FALSE	FALSE	43009252		584	-		120	120	120	120	120	120	120	120		-10	-10	-10	-10	-20	-20	-20	0		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - North of Yelough Anix Ruins	Albinauric	FALSE	FALSE	34702552		1,698	-		120	120	120	120	120	120	120	120		-10	10	-10	-10	0	20	-20	-40		Immune	367	200	601	200	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - North of Yelough Anix Ruins	Deer	FALSE	FALSE	60100052		55	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - North of Yelough Anix Ruins	Dragonfly	FALSE	FALSE	60800052		17	-		100	100	100	100	100	100	100	100		-40	-40	-10	-40	-40	-100	-40	-40		84	84	63	20	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - North of Yelough Anix Ruins	Springhare	FALSE	FALSE	61000052		27	-		100	100	100	100	100	100	100	100		-40	-40	-40	-40	-40	-100	-40	-40		63	63	63	63	63	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - North of Yelough Anix Ruins	Rotten Dog	FALSE	FALSE	41650052		1,113	-		120	120	120	120	120	120	120	120		-10	-10	-40	-10	-20	0	-20	-20		200	200	150	267	367	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - North of Yelough Anix Ruins	Sanguine Noble	FALSE	FALSE	543430052		9,560	-		120	120	120	120	120	120	120	120		0	0	0	0	0	0	-25	0		114	114	114	114	0	0	999		1	1	1	1	1		100	1	100	7.692		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - North of Yelough Anix Ruins	Small Living Mass	FALSE	FALSE	41700152		1,890	-		120	120	120	120	120	120	120	120		80	80	80	80	40	-40	40	40		601	601	267	267	Immune	Immune	Immune		1	1	1	1	1		120	1	120	9.231		1	1	1	1	1	1	1	1	1.5	1
Consecrated Snowfield - Northeast Foggy Area, Inner Consecrated Snowfield	Orb of Many Faces	FALSE	FALSE	37300052		4,076	-		120	120	120	120	120	120	120	120		10	10	35	80	80	40	40	20		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northeast Foggy Area, Inner Consecrated Snowfield	Runebear	FALSE	FALSE	46300652		17,771	-		120	120	120	120	120	120	120	120		0	0	-10	0	0	-20	0	0		367	367	601	601	200	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northeast Foggy Area, Inner Consecrated Snowfield	Wandering Noble	FALSE	FALSE	43004052		584	-		120	120	120	120	120	120	120	120		-10	-10	-10	-10	-20	-20	-20	0		150	150	200	200	200	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northeast Foggy Area, Inner Consecrated Snowfield	Wandering Noble	FALSE	FALSE	43004152		584	-		120	120	120	120	120	120	120	120		-10	-10	-10	-10	-20	-20	-20	0		150	150	200	200	200	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northeast Foggy Area, Inner Consecrated Snowfield	Wandering Noble	FALSE	FALSE	43006352		584	-		120	120	120	120	120	120	120	120		-10	-10	-10	-10	-20	-20	-20	0		150	150	200	200	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northwest Foggy Area, East of Yelough Anix Ruins	Ancestral Follower (Staff)	FALSE	FALSE	33602352		2,276	-		122	122	122	122	122	122	122	122		-10	0	-10	-10	0	0	0	0		653	653	653	1,406	653	Immune	Immune		1	1	1	1	1		40	1	40	3.077		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northwest Foggy Area, East of Yelough Anix Ruins	Ancestral Follower Shaman	FALSE	FALSE	33700052		3,241	-		122	122	122	122	122	122	122	122		-10	0	-10	-10	20	0	0	0		653	653	653	1,406	653	Immune	Immune		1	1	1	1	1		50	1	50	3.846		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northwest Foggy Area, East of Yelough Anix Ruins	Cerulean Teardrop Scarab	FALSE	FALSE	41911052		1,058	-		120	120	120	120	120	120	120	120		10	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northwest Foggy Area, East of Yelough Anix Ruins	Dragonkin Soldier	FALSE	FALSE	46500352		1,870	-		120	120	120	120	120	120	120	120		10	10	0	10	20	20	40	20		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		120	1	120	9.231		1	1	1	1	1	1	1	1	1.5	1
Consecrated Snowfield - Northwest Foggy Area, East of Yelough Anix Ruins	Wisp	FALSE	FALSE	21500052		1,285	-		120	120	120	120	120	120	120	120		35	35	35	35	40	40	40	40		Immune	Immune	Immune	Immune	2,382	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northwest Foggy Area, East of Yelough Anix Ruins	Wisp	FALSE	FALSE	21500352		1,285	-		120	120	120	120	120	120	120	120		35	35	35	35	40	40	40	40		Immune	Immune	Immune	Immune	2,382	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northwest Foggy Area, East of Yelough Anix Ruins	Wisp	FALSE	FALSE	21500452		1,285	-		120	120	120	120	120	120	120	120		35	35	35	35	40	40	40	40		Immune	Immune	Immune	Immune	2,382	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Northwest Foggy Area, East of Yelough Anix Ruins	Wisp	FALSE	FALSE	21500652		1,285	-		120	120	120	120	120	120	120	120		35	35	35	35	40	40	40	40		Immune	Immune	Immune	Immune	2,382	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Ordina, Liturgical Town	Albinauric Archer	FALSE	FALSE	31701052		3,348	-		120	120	120	120	120	120	120	120		0	10	0	0	20	0	0	-40		Immune	267	367	601	267	Immune	Immune		1	1	1	1	1		50	1	50	3.846		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Ordina, Liturgical Town	Black Knife Assassin	FALSE	FALSE	21000052		5,025	-		120	120	120	120	120	120	120	120		10	10	10	35	20	20	20	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Ordina, Liturgical Town	Black Knife Assassin	FALSE	FALSE	21009000		731	-		100	100	100	100	100	100	100	100		10	10	10	35	20	20	20	40		Immune	Immune	Immune	154	Immune	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Ordina, Liturgical Town	Death Rite Bird	TRUE	FALSE	49801052		17,625	-		122	122	122	122	122	122	122	122		10	-40	10	35	20	20	40	-40		Immune	653	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		120	1	120	9.231		1	1	1	1	1	1	1	1	1.5	1
Consecrated Snowfield - Ordina, Liturgical Town	Grave Warden Duelist (Greataxe, Serpent Helm)	FALSE	FALSE	34000852		8,800	-		120	120	120	120	120	120	120	120		0	0	-10	0	0	-20	0	0		601	1,292	200	267	267	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Consecrated Snowfield - Ordina, Liturgical Town	Small Land Octopus	FALSE	FALSE	42300852		790	-		120	120	120	120	120	120	120	120		0	10	0	0	-20	-20	-40	-20		200	200	200	47	150	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
